IdCompra,Fecha,Fecha_Año,Fecha_Mes,Fecha_Periodo,IdProducto,Cantidad,Precio,IdProveedor,MinPrecio,MaxPrecio,MinCantidad,MaxCantidad,Calidad_Precio,Calidad_Cantidad,Compra
2502,2016-05-27,2016,5,201605,42995,11,270.13,6,211.79000000000002,300.16999999999996,0.0,15.0,Sin errores,Sin errores,2971.43
2503,2016-05-27,2016,5,201605,42996,4,362.75,5,295.4075,430.0925,0.0,15.25,Sin errores,Sin errores,1451.0
2504,2016-05-27,2016,5,201605,42997,2,381.38,2,259.0524999999999,398.6875000000001,0.0,21.5,Sin errores,Sin errores,762.76
2505,2016-05-27,2016,5,201605,42998,4,422.99,1,311.70500000000004,455.55499999999995,0.0,17.5,Sin errores,Sin errores,1691.96
2506,2016-05-27,2016,5,201605,43000,2,275.71,14,222.96250000000003,314.2675,0.0,16.0,Sin errores,Sin errores,551.42
2507,2016-05-27,2016,5,201605,43001,9,491.64,6,333.58,528.9100000000001,0.0,20.0,Sin errores,Sin errores,4424.76
2508,2016-05-27,2016,5,201605,43002,3,259.08,8,227.535,338.68500000000006,0.0,16.5,Sin errores,Sin errores,777.24
2509,2016-05-27,2016,5,201605,43005,7,262.83,4,230.185,362.215,0.0,21.375,Sin errores,Sin errores,1839.81
2510,2016-05-27,2016,5,201605,43006,9,336.36,12,301.50374999999997,431.00625,0.0,19.0,Sin errores,Sin errores,3027.2400000000002
2511,2016-05-27,2016,5,201605,43007,16,322.25,5,234.71,342.16999999999996,0.0,23.25,Sin errores,Sin errores,5156.0
2512,2016-05-27,2016,5,201605,43008,19,,3,242.44999999999996,328.43000000000006,0.0,18.0,Valor Nulo,Outlier,
2513,2016-05-27,2016,5,201605,43011,6,298.29,7,213.89750000000004,314.86249999999995,0.0,20.75,Sin errores,Sin errores,1789.7400000000002
2514,2016-05-27,2016,5,201605,43014,18,367.87,8,260.84375,409.8162500000001,0.0,26.5,Sin errores,Sin errores,6621.66
2515,2016-05-27,2016,5,201605,43015,5,296.1,2,282.5225000000001,406.07749999999993,0.0,18.0,Sin errores,Sin errores,1480.5
2516,2016-05-27,2016,5,201605,43016,2,298.8,7,260.38875,373.78125000000006,0.0,16.0,Sin errores,Sin errores,597.6
2517,2016-05-27,2016,5,201605,43018,7,305.67,10,238.53875000000005,368.16125,0.0,19.375,Sin errores,Sin errores,2139.69
2518,2016-05-27,2016,5,201605,43019,4,325.47,10,240.80250000000007,344.40749999999997,0.0,18.5,Sin errores,Sin errores,1301.88
2519,2016-05-27,2016,5,201605,43020,18,426.97,5,307.53,467.19000000000005,0.0,22.5,Sin errores,Sin errores,7685.460000000001
2520,2016-05-27,2016,5,201605,43021,8,304.62,5,241.92500000000007,366.485,0.0,16.0,Sin errores,Sin errores,2436.96
2521,2016-05-27,2016,5,201605,43023,17,455.67,2,392.34999999999997,538.99,0.0,18.25,Sin errores,Sin errores,7746.39
2522,2016-05-27,2016,5,201605,42755,12,848.45,3,545.1775,939.8125,0.0,20.0,Sin errores,Sin errores,10181.400000000001
2523,2016-05-27,2016,5,201605,42759,16,1357.37,6,983.8700000000001,1524.2899999999997,0.0,20.0,Sin errores,Sin errores,21717.92
2524,2016-05-27,2016,5,201605,42760,2,1124.25,10,834.8212500000002,1415.05875,0.0,16.0,Sin errores,Sin errores,2248.5
2525,2016-05-27,2016,5,201605,42761,11,1078.01,8,783.75,1154.52,0.0,16.875,Sin errores,Sin errores,11858.11
2526,2016-05-27,2016,5,201605,42762,7,1583.44,8,1172.565,1789.755,0.0,20.25,Sin errores,Sin errores,11084.08
2527,2016-05-27,2016,5,201605,42763,9,1534.83,11,1178.8374999999996,1732.5625000000005,0.0,25.75,Sin errores,Sin errores,13813.47
2528,2016-05-27,2016,5,201605,42764,19,917.77,12,799.5925000000002,1162.5475,0.0,21.5,Sin errores,Sin errores,17437.63
2529,2016-05-27,2016,5,201605,42766,5,4347.07,3,3993.15,5810.25,0.0,17.5,Sin errores,Sin errores,21735.35
2530,2016-05-27,2016,5,201605,42770,4,2579.04,2,1969.1649999999995,2965.315,0.0,14.0,Sin errores,Sin errores,10316.16
2531,2016-05-27,2016,5,201605,42771,20,1575.69,2,1321.335,2144.805,0.0,19.25,Sin errores,Outlier,31513.800000000003
2532,2016-05-27,2016,5,201605,42772,10,5219.16,2,3124.9074999999984,5711.912500000001,0.0,14.5,Sin errores,Sin errores,52191.6
2533,2016-05-27,2016,5,201605,42774,25,4212.67,11,3906.1100000000015,5019.7699999999995,0.125,15.875,Sin errores,Outlier,105316.75
2534,2016-05-27,2016,5,201605,42775,4,2134.66,10,1666.74375,2748.29625,0.0,15.0,Sin errores,Sin errores,8538.64
2535,2016-05-27,2016,5,201605,42776,15,942.04,2,773.91375,1217.03625,0.0,19.75,Sin errores,Sin errores,14130.599999999999
2536,2016-05-27,2016,5,201605,42779,1,7343.23,5,5719.863749999999,8281.91625,0.0,23.5,Sin errores,Sin errores,7343.23
2537,2016-05-27,2016,5,201605,42780,8,2467.18,5,2135.21,3667.0699999999997,0.0,15.0,Sin errores,Sin errores,19737.44
2538,2016-05-27,2016,5,201605,42782,2,2159.45,10,2033.0437499999994,2854.6462500000002,0.0,20.0,Sin errores,Sin errores,4318.9
2539,2016-05-27,2016,5,201605,42783,4,1641.38,2,1395.03125,2112.00875,0.75,11.25,Sin errores,Sin errores,6565.52
2540,2016-05-27,2016,5,201605,42787,14,907.18,10,679.5150000000001,1198.575,0.0,18.5,Sin errores,Sin errores,12700.519999999999
2541,2016-05-27,2016,5,201605,42789,14,139.84,10,119.32499999999996,187.51500000000001,0.0,18.0,Sin errores,Sin errores,1957.76
2542,2016-05-27,2016,5,201605,42791,4,203.65,5,137.23,220.45000000000002,0.0,14.5,Sin errores,Sin errores,814.6
2543,2016-05-27,2016,5,201605,42792,19,365.35,11,282.16749999999996,408.8725,0.0,18.0,Sin errores,Outlier,6941.650000000001
2544,2016-05-27,2016,5,201605,42797,20,3029.9,3,2648.6087500000003,4123.82125,0.0,22.5,Sin errores,Sin errores,60598.0
2545,2016-05-27,2016,5,201605,42850,3,185.64,8,167.01,228.26999999999998,0.0,19.5,Sin errores,Sin errores,556.92
2546,2016-05-27,2016,5,201605,42851,7,102.22,14,72.43249999999999,115.8275,0.0,14.625,Sin errores,Sin errores,715.54
2547,2016-05-27,2016,5,201605,42927,2,66.0,14,52.355000000000004,72.96499999999999,0.0,20.125,Sin errores,Sin errores,132.0
2548,2016-05-27,2016,5,201605,42931,8,218.79,10,163.54500000000002,284.115,0.0,18.75,Sin errores,Sin errores,1750.32
2549,2016-05-27,2016,5,201605,42853,8,464.98,4,397.90125,597.58875,0.0,14.5,Sin errores,Sin errores,3719.84
2550,2016-05-27,2016,5,201605,42870,15,130.83,5,97.10499999999999,148.79500000000002,0.0,19.25,Sin errores,Sin errores,1962.4500000000003
2551,2016-05-27,2016,5,201605,42900,2,179.45,11,145.36875,213.25125,0.0,21.0,Sin errores,Sin errores,358.9
2552,2016-05-27,2016,5,201605,42928,10,92.45,6,67.61000000000001,103.03999999999996,0.0,16.0,Sin errores,Sin errores,924.5
2553,2016-05-27,2016,5,201605,42974,1,160.66,2,110.17000000000003,180.07,0.0,14.125,Sin errores,Sin errores,160.66
2554,2016-05-27,2016,5,201605,42976,8,165.59,3,129.125,192.815,0.0,24.0,Sin errores,Sin errores,1324.72
2555,2016-05-27,2016,5,201605,42978,6,73.82,6,61.27375,96.09625,0.0,13.25,Sin errores,Sin errores,442.91999999999996
2556,2016-05-27,2016,5,201605,42980,9,72.2,9,64.8775,93.60249999999999,0.0,16.375,Sin errores,Sin errores,649.8000000000001
2557,2016-05-27,2016,5,201605,42981,4,34.76,11,27.477499999999996,44.922500000000014,0.0,16.5,Sin errores,Sin errores,139.04
2558,2016-06-24,2016,6,201606,42832,14,632.42,11,423.275,697.745,0.0,20.125,Sin errores,Sin errores,8853.88
2559,2016-06-24,2016,6,201606,42833,4,605.98,4,474.70625000000007,730.1637499999998,0.0,18.5,Sin errores,Sin errores,2423.92
2560,2016-06-24,2016,6,201606,42834,4,601.41,3,463.36250000000007,690.3575,0.0,18.5,Sin errores,Sin errores,2405.64
2561,2016-06-24,2016,6,201606,42835,6,640.22,8,509.0187500000002,653.1312499999999,0.0,18.0,Sin errores,Sin errores,3841.32
2562,2016-06-24,2016,6,201606,42837,3,309.2,11,224.71999999999997,375.08,0.0,16.5,Sin errores,Sin errores,927.5999999999999
2563,2016-06-24,2016,6,201606,42838,12,692.73,8,544.0637499999999,774.6062500000002,0.0,23.0,Sin errores,Sin errores,8312.76
2564,2016-06-24,2016,6,201606,42839,3,266.82,10,195.905,310.08500000000004,0.0,22.0,Sin errores,Sin errores,800.46
2565,2016-06-24,2016,6,201606,42840,18,272.85,6,175.88750000000005,303.01249999999993,0.0,20.0,Sin errores,Sin errores,4911.3
2566,2016-06-24,2016,6,201606,42843,14,540.49,7,412.9825000000001,564.7674999999999,0.0,20.375,Sin errores,Sin errores,7566.860000000001
2567,2016-06-24,2016,6,201606,42844,6,1351.43,6,972.2962499999995,1492.2337500000003,0.0,14.5,Sin errores,Sin errores,8108.58
2568,2016-06-24,2016,6,201606,42846,23,2248.96,4,1577.8962499999998,2456.5737500000005,0.0,21.875,Sin errores,Outlier,51726.08
2569,2016-06-24,2016,6,201606,42857,12,351.99,1,285.095,452.885,0.0,16.25,Sin errores,Sin errores,4223.88
2570,2016-06-24,2016,6,201606,42858,4,314.47,4,265.7249999999999,441.67500000000007,0.0,21.5,Sin errores,Sin errores,1257.88
2571,2016-06-24,2016,6,201606,42859,13,416.32,9,364.81500000000005,484.66499999999996,0.0,16.125,Sin errores,Sin errores,5412.16
2572,2016-06-24,2016,6,201606,42861,11,425.91,6,336.525,426.495,0.0,19.0,Sin errores,Sin errores,4685.01
2573,2016-06-24,2016,6,201606,42862,4,,2,273.9787500000001,422.98124999999993,0.0,13.25,Valor Nulo,Sin errores,
2574,2016-06-24,2016,6,201606,42907,4,350.14,11,243.06999999999994,375.31000000000006,0.0,16.5,Sin errores,Sin errores,1400.56
2575,2016-06-24,2016,6,201606,42911,9,1109.2,10,942.745,1556.8450000000003,0.0,20.5,Sin errores,Sin errores,9982.800000000001
2576,2016-06-24,2016,6,201606,42913,7,908.35,8,783.6737499999999,1137.06625,0.0,19.625,Sin errores,Sin errores,6358.45
2577,2016-06-24,2016,6,201606,42916,10,827.42,10,768.28875,1120.57125,0.0,15.625,Sin errores,Sin errores,8274.199999999999
2578,2016-06-24,2016,6,201606,42918,9,585.59,7,485.10625000000005,643.60375,0.0,14.25,Sin errores,Sin errores,5270.31
2579,2016-06-24,2016,6,201606,42919,5,457.66,14,351.3975,539.5725,0.0,17.0,Sin errores,Sin errores,2288.3
2580,2016-06-24,2016,6,201606,42920,1,586.69,9,435.7749999999999,663.2650000000001,0.0,17.5,Sin errores,Sin errores,586.69
2581,2016-06-24,2016,6,201606,42922,3,587.37,13,410.9224999999999,621.4175,0.5,15.5,Sin errores,Sin errores,1762.1100000000001
2582,2016-06-24,2016,6,201606,42925,7,2.21,6,1.6875,2.5725,0.0,19.5,Sin errores,Sin errores,15.469999999999999
2583,2016-06-24,2016,6,201606,42933,23,872.53,8,670.4137500000002,1019.7262499999997,0.0,19.0,Sin errores,Outlier,20068.19
2584,2016-06-24,2016,6,201606,42934,4,1410.89,2,903.6087500000002,1564.4412499999999,0.0,21.625,Sin errores,Sin errores,5643.56
2585,2016-06-24,2016,6,201606,42935,20,1664.22,10,1338.2200000000003,2173.6,0.0,18.875,Sin errores,Outlier,33284.4
2586,2016-06-24,2016,6,201606,42938,17,1916.77,12,1543.8624999999997,2297.2375,0.0,18.0,Sin errores,Sin errores,32585.09
2587,2016-06-24,2016,6,201606,42939,7,,8,1681.4812499999998,2411.6887500000003,0.0,14.5,Valor Nulo,Sin errores,
2588,2016-06-24,2016,6,201606,42942,8,1970.17,13,1646.94,2201.52,0.0,15.0,Sin errores,Sin errores,15761.36
2589,2016-06-24,2016,6,201606,42943,2,1480.0,11,1268.8999999999996,1716.4400000000005,0.0,18.5,Sin errores,Sin errores,2960.0
2590,2016-06-24,2016,6,201606,42944,6,2629.76,3,2070.0874999999996,3075.7925000000005,0.0,19.25,Sin errores,Sin errores,15778.560000000001
2591,2016-06-24,2016,6,201606,42945,4,2018.86,5,1628.1725,2698.4975000000004,0.0,16.5,Sin errores,Sin errores,8075.44
2592,2016-06-24,2016,6,201606,42946,9,1415.34,8,1254.7575000000002,1836.5924999999997,0.0,17.25,Sin errores,Sin errores,12738.06
2593,2016-06-24,2016,6,201606,42947,16,2156.65,9,1632.6287499999999,2554.5512500000004,0.0,19.5,Sin errores,Sin errores,34506.4
2594,2016-06-24,2016,6,201606,42948,12,1748.24,2,1531.2237499999999,2468.74625,0.0,17.375,Sin errores,Sin errores,20978.88
2595,2016-06-24,2016,6,201606,42950,8,1617.18,5,1508.9374999999995,2290.0625000000005,0.0,14.5,Sin errores,Sin errores,12937.44
2596,2016-06-24,2016,6,201606,42951,4,2310.64,9,1631.9224999999994,2571.6575000000003,0.0,12.75,Sin errores,Sin errores,9242.56
2597,2016-06-24,2016,6,201606,42952,7,3070.57,11,1950.1287499999999,3585.9612500000003,0.0,18.125,Sin errores,Sin errores,21493.99
2598,2016-06-24,2016,6,201606,42954,7,1657.73,13,1350.9425,2140.3775,0.0,15.625,Sin errores,Sin errores,11604.11
2599,2016-06-24,2016,6,201606,42955,2,1620.21,13,1409.65,1940.65,0.0,17.5,Sin errores,Sin errores,3240.42
2600,2016-06-24,2016,6,201606,42956,2,1377.37,3,1151.0,1736.0,0.0,17.5,Sin errores,Sin errores,2754.74
2601,2016-06-24,2016,6,201606,42957,3,2112.42,10,1509.4574999999995,2361.1425000000004,0.0,18.5,Sin errores,Sin errores,6337.26
2602,2016-06-24,2016,6,201606,42960,17,2576.84,12,2338.1125,3624.5874999999996,0.0,17.125,Sin errores,Sin errores,43806.28
2603,2016-06-24,2016,6,201606,42964,21,2047.37,9,1591.7599999999998,2466.2900000000004,0.0,21.875,Sin errores,Sin errores,42994.77
2604,2016-06-24,2016,6,201606,42965,13,1670.86,6,1252.1412499999997,1958.5587500000001,0.0,20.5,Sin errores,Sin errores,21721.18
2605,2016-06-24,2016,6,201606,42970,9,1879.54,3,1645.1274999999994,2450.4925000000003,0.0,16.625,Sin errores,Sin errores,16915.86
2606,2016-06-24,2016,6,201606,43031,7,865.42,8,665.9012499999999,1018.8887500000001,0.0,22.25,Sin errores,Sin errores,6057.94
2607,2016-06-24,2016,6,201606,43032,11,591.52,9,525.87,876.93,0.0,16.375,Sin errores,Sin errores,6506.719999999999
2608,2016-06-24,2016,6,201606,43033,5,752.13,7,600.6937499999999,973.4662500000002,0.0,16.0,Sin errores,Sin errores,3760.65
2609,2016-06-24,2016,6,201606,43034,9,75000.0,3,563.7774999999999,826.7124999999999,0.0,19.0,Outlier,Sin errores,675000.0
2610,2016-06-24,2016,6,201606,43039,5,635.69,7,421.3812499999999,696.69875,0.0,17.5,Sin errores,Sin errores,3178.4500000000003
2611,2016-06-24,2016,6,201606,43041,3,490.24,4,378.72375000000005,690.11625,0.0,22.0,Sin errores,Sin errores,1470.72
2612,2016-06-24,2016,6,201606,43042,16,769.13,9,640.8612499999998,930.9087500000002,0.0,17.875,Sin errores,Sin errores,12306.08
2613,2016-06-24,2016,6,201606,42816,12,874.86,11,666.54,1090.56,0.0,17.75,Sin errores,Sin errores,10498.32
2614,2016-06-24,2016,6,201606,42817,6,52704.0,9,452.1425,718.2575000000002,0.0,23.0,Outlier,Sin errores,316224.0
2615,2016-06-24,2016,6,201606,42818,1,1201.82,8,1071.85,1733.29,0.0,20.5,Sin errores,Sin errores,1201.82
2616,2016-06-24,2016,6,201606,42820,2,457.15,12,364.115,550.895,0.0,15.25,Sin errores,Sin errores,914.3
2617,2016-06-24,2016,6,201606,42821,11,,5,369.42499999999995,543.215,0.0,19.5,Valor Nulo,Sin errores,
2618,2016-06-24,2016,6,201606,42822,15,624.32,10,460.6700000000002,672.5899999999998,0.0,14.5,Sin errores,Outlier,9364.800000000001
2619,2016-06-24,2016,6,201606,42823,9,584.5,13,506.2787500000002,702.2612499999998,0.0,17.5,Sin errores,Sin errores,5260.5
2620,2016-06-24,2016,6,201606,42825,7,368.85,8,313.335,445.6050000000001,0.5,12.5,Sin errores,Sin errores,2581.9500000000003
2621,2016-06-24,2016,6,201606,42826,11,428.15,11,277.46500000000003,461.995,0.0,17.0,Sin errores,Sin errores,4709.65
2622,2016-06-24,2016,6,201606,42828,12,711.67,2,557.0362500000001,710.0137500000001,0.0,16.0,Outlier,Sin errores,8540.039999999999
2623,2016-06-24,2016,6,201606,42829,3,643.95,7,472.72499999999997,784.395,0.0,12.5,Sin errores,Sin errores,1931.8500000000001
2624,2016-06-24,2016,6,201606,42831,9,238.41,9,183.495,319.84499999999997,0.0,16.875,Sin errores,Sin errores,2145.69
2625,2016-06-24,2016,6,201606,42848,5,979.18,4,877.5099999999999,1292.17,0.0,20.0,Sin errores,Sin errores,4895.9
2626,2016-06-24,2016,6,201606,42849,12,1099.54,9,817.5525000000002,1299.9074999999998,0.0,16.5,Sin errores,Sin errores,13194.48
2627,2016-06-24,2016,6,201606,42815,4,477.29,12,325.2025,520.2175,0.0,18.25,Sin errores,Sin errores,1909.16
2628,2016-06-24,2016,6,201606,42904,5,86.22,9,75.51500000000001,113.10499999999999,0.0,14.5,Sin errores,Sin errores,431.1
2629,2016-06-24,2016,6,201606,42905,8,363.9,13,268.52750000000003,377.50249999999994,0.0,19.0,Sin errores,Sin errores,2911.2
2630,2016-06-24,2016,6,201606,42906,21,255.96,5,180.14999999999998,265.89000000000004,0.0,19.0,Sin errores,Outlier,5375.16
2631,2016-06-24,2016,6,201606,42737,2,1068.83,4,889.385,1453.8350000000003,0.0,18.75,Sin errores,Sin errores,2137.66
2632,2016-06-24,2016,6,201606,42864,6,127.83,13,115.34500000000001,172.255,0.0,17.5,Sin errores,Sin errores,766.98
2633,2016-06-24,2016,6,201606,42865,10,155.68,2,113.63875,172.43124999999998,0.0,17.125,Sin errores,Sin errores,1556.8000000000002
2634,2016-06-24,2016,6,201606,42867,6,127.41,13,109.28124999999996,182.99875000000003,0.0,16.5,Sin errores,Sin errores,764.46
2635,2016-06-24,2016,6,201606,42869,8,139.2,5,114.82,172.36,0.0,21.5,Sin errores,Sin errores,1113.6
2636,2016-06-24,2016,6,201606,42872,8,377.26,10,302.96875,459.92125,0.0,15.625,Sin errores,Sin errores,3018.08
2637,2016-06-24,2016,6,201606,42874,18,339.83,8,295.15625,487.19375,0.0,19.5,Sin errores,Sin errores,6116.94
2638,2016-06-24,2016,6,201606,42876,12,424.86,12,341.7487500000001,490.33124999999984,0.0,16.0,Sin errores,Sin errores,5098.32
2639,2016-06-24,2016,6,201606,42878,6,397.02,9,311.7674999999999,482.15250000000003,0.0,17.5,Sin errores,Sin errores,2382.12
2640,2016-06-24,2016,6,201606,42880,7,354.55,9,303.98249999999996,474.27750000000003,0.5,15.5,Sin errores,Sin errores,2481.85
2641,2016-06-24,2016,6,201606,42881,18,352.71,9,274.23,410.94000000000005,0.0,19.5,Sin errores,Sin errores,6348.78
2642,2016-06-24,2016,6,201606,42884,5,380.99,7,284.65000000000003,399.07,0.0,17.75,Sin errores,Sin errores,1904.95
2643,2016-06-24,2016,6,201606,42887,10,338.55,2,249.1074999999999,441.6325000000001,0.0,16.375,Sin errores,Sin errores,3385.5
2644,2016-06-24,2016,6,201606,42888,14,363.58,10,267.05499999999995,408.745,0.0,17.5,Sin errores,Sin errores,5090.12
2645,2016-06-24,2016,6,201606,42889,19,335.24,4,288.00999999999993,432.61000000000007,0.0,16.625,Sin errores,Outlier,6369.56
2646,2016-06-24,2016,6,201606,42890,8,393.15,4,314.89125,444.88874999999996,0.0,22.375,Sin errores,Sin errores,3145.2
2647,2016-06-24,2016,6,201606,42891,14,358.7,8,290.21874999999994,429.08125,0.0,17.875,Sin errores,Sin errores,5021.8
2648,2016-06-24,2016,6,201606,42894,5,364.88,1,283.61375,435.7962500000001,0.0,11.875,Sin errores,Sin errores,1824.4
2649,2016-06-24,2016,6,201606,42896,5,347.3,6,294.91874999999993,422.0512500000001,0.0,18.375,Sin errores,Sin errores,1736.5
2650,2016-06-24,2016,6,201606,42897,7,319.54,13,303.245,437.855,0.0,14.0,Sin errores,Sin errores,2236.78
2651,2016-06-24,2016,6,201606,42985,17,917.12,8,830.1274999999996,1282.9025000000001,0.0,14.875,Sin errores,Outlier,15591.04
2652,2016-06-24,2016,6,201606,42986,8,226.03,12,188.01999999999998,298.18000000000006,0.0,18.5,Sin errores,Sin errores,1808.24
2653,2016-06-24,2016,6,201606,42987,5,307.05,3,255.88500000000005,357.52500000000003,0.0,20.0,Sin errores,Sin errores,1535.25
2654,2016-06-24,2016,6,201606,42988,18,376.08,4,343.68249999999995,505.6375,0.0,20.0,Sin errores,Sin errores,6769.44
2655,2016-06-24,2016,6,201606,42989,5,301.93,5,232.90249999999997,364.4975,0.0,20.0,Sin errores,Sin errores,1509.65
2656,2016-06-24,2016,6,201606,42992,9,402.12,4,322.90999999999997,493.43000000000006,0.0,17.5,Sin errores,Sin errores,3619.08
2657,2016-06-24,2016,6,201606,42993,13,354.46,4,302.96000000000004,406.28,0.0,16.5,Sin errores,Sin errores,4607.98
2658,2016-06-24,2016,6,201606,43000,20,255.49,4,222.96250000000003,314.2675,0.0,16.0,Sin errores,Outlier,5109.8
2659,2016-06-24,2016,6,201606,43002,3,320.26,9,227.535,338.68500000000006,0.0,16.5,Sin errores,Sin errores,960.78
2660,2016-06-24,2016,6,201606,43003,2,283.94,12,235.72000000000003,385.69000000000005,0.0,19.625,Sin errores,Sin errores,567.88
2661,2016-06-24,2016,6,201606,43005,34,296.57,11,230.185,362.215,0.0,21.375,Sin errores,Outlier,10083.38
2662,2016-06-24,2016,6,201606,43009,9,343.56,7,315.81,498.81,0.0,18.625,Sin errores,Sin errores,3092.04
2663,2016-06-24,2016,6,201606,43010,2,309.06,11,212.12249999999997,313.8375000000001,0.0,23.0,Sin errores,Sin errores,618.12
2664,2016-06-24,2016,6,201606,43012,8,312.31,10,277.98875,445.56125,0.0,14.625,Sin errores,Sin errores,2498.48
2665,2016-06-24,2016,6,201606,43013,5,222.14,14,196.03499999999997,288.045,0.0,16.5,Sin errores,Sin errores,1110.6999999999998
2666,2016-06-24,2016,6,201606,43014,9,334.35,5,260.84375,409.8162500000001,0.0,26.5,Sin errores,Sin errores,3009.15
2667,2016-06-24,2016,6,201606,43020,10,415.63,13,307.53,467.19000000000005,0.0,22.5,Sin errores,Sin errores,4156.3
2668,2016-06-24,2016,6,201606,43022,12,329.65,13,234.85500000000005,376.905,0.0,18.25,Sin errores,Sin errores,3955.7999999999997
2669,2016-06-24,2016,6,201606,43023,3,466.06,7,392.34999999999997,538.99,0.0,18.25,Sin errores,Sin errores,1398.18
2670,2016-06-24,2016,6,201606,43024,9,352.88,9,310.34,425.36000000000007,0.0,21.0,Sin errores,Sin errores,3175.92
2671,2016-06-24,2016,6,201606,43025,11,330.47,6,310.02250000000004,472.5775,0.0,16.5,Sin errores,Sin errores,3635.17
2672,2016-06-24,2016,6,201606,43026,14,378.31,10,281.6812499999999,453.85875000000004,0.0,24.25,Sin errores,Sin errores,5296.34
2673,2016-06-24,2016,6,201606,42754,33,841.45,13,728.8550000000002,990.5449999999998,0.0,16.125,Sin errores,Outlier,27767.850000000002
2674,2016-06-24,2016,6,201606,42755,7,781.54,9,545.1775,939.8125,0.0,20.0,Sin errores,Sin errores,5470.78
2675,2016-06-24,2016,6,201606,42756,5,491.26,3,365.635,543.9549999999999,0.0,19.0,Sin errores,Sin errores,2456.3
2676,2016-06-24,2016,6,201606,42757,8,1402.3,11,996.4799999999998,1483.68,0.0,23.875,Sin errores,Sin errores,11218.4
2677,2016-06-24,2016,6,201606,42761,5,968.97,14,783.75,1154.52,0.0,16.875,Sin errores,Sin errores,4844.85
2678,2016-06-24,2016,6,201606,42763,5,1638.3,4,1178.8374999999996,1732.5625000000005,0.0,25.75,Sin errores,Sin errores,8191.5
2679,2016-06-24,2016,6,201606,42765,6,1498.36,3,1096.495,1592.245,0.0,15.0,Sin errores,Sin errores,8990.16
2680,2016-06-24,2016,6,201606,42768,4,1457.08,12,1063.7925,1607.7075,0.0,18.0,Sin errores,Sin errores,5828.32
2681,2016-06-24,2016,6,201606,42769,22,2202.86,9,1723.6387500000003,2675.74125,0.5,15.5,Sin errores,Outlier,48462.920000000006
2682,2016-06-24,2016,6,201606,42771,3,188155.0,7,1321.335,2144.805,0.0,19.25,Outlier,Sin errores,564465.0
2683,2016-06-24,2016,6,201606,42773,10,6624.11,5,4737.5075,7442.7425,0.0,21.25,Sin errores,Sin errores,66241.09999999999
2684,2016-06-24,2016,6,201606,42776,2,1133.52,5,773.91375,1217.03625,0.0,19.75,Sin errores,Sin errores,2267.04
2685,2016-06-24,2016,6,201606,42777,26,1939.96,10,1647.395,2018.8850000000002,0.0,19.25,Sin errores,Outlier,50438.96
2686,2016-06-24,2016,6,201606,42778,10,2194.94,9,1544.6987500000005,2401.4612499999994,0.0,18.375,Sin errores,Sin errores,21949.4
2687,2016-06-24,2016,6,201606,42780,11,2665.1,13,2135.21,3667.0699999999997,0.0,15.0,Sin errores,Sin errores,29316.1
2688,2016-06-24,2016,6,201606,42781,11,1284.87,10,1124.2250000000004,1815.9349999999995,0.0,22.0,Sin errores,Sin errores,14133.57
2689,2016-06-24,2016,6,201606,42783,8,1753.2,8,1395.03125,2112.00875,0.75,11.25,Sin errores,Sin errores,14025.6
2690,2016-06-24,2016,6,201606,42785,11,1060.02,9,846.25625,1279.97375,0.0,19.0,Sin errores,Sin errores,11660.22
2691,2016-06-24,2016,6,201606,42787,4,1071.5,3,679.5150000000001,1198.575,0.0,18.5,Sin errores,Sin errores,4286.0
2692,2016-06-24,2016,6,201606,42788,12,260.1,10,231.30499999999998,359.31500000000005,2.0,14.0,Sin errores,Sin errores,3121.2000000000003
2693,2016-06-24,2016,6,201606,42790,9,564.75,6,472.7700000000002,626.9099999999999,0.0,17.0,Sin errores,Sin errores,5082.75
2694,2016-06-24,2016,6,201606,42793,8,674.25,13,469.90749999999997,729.3924999999999,0.0,20.0,Sin errores,Sin errores,5394.0
2695,2016-06-24,2016,6,201606,42794,1,208.39,13,182.51999999999998,245.58000000000004,0.0,17.0,Sin errores,Sin errores,208.39
2696,2016-06-24,2016,6,201606,42795,13,388.78,7,312.14,438.91999999999996,0.0,19.0,Sin errores,Sin errores,5054.139999999999
2697,2016-06-24,2016,6,201606,42798,19,985.37,5,899.1949999999996,1218.005,0.0,21.5,Sin errores,Sin errores,18722.03
2698,2016-06-24,2016,6,201606,42800,2,1195.01,12,874.2374999999997,1511.1225,0.0,20.5,Sin errores,Sin errores,2390.02
2699,2016-06-24,2016,6,201606,42801,10,1963.56,13,1537.8575,2434.6025,0.0,20.875,Sin errores,Sin errores,19635.6
2700,2016-06-24,2016,6,201606,42851,4,82.82,9,72.43249999999999,115.8275,0.0,14.625,Sin errores,Sin errores,331.28
2701,2016-06-24,2016,6,201606,42926,6,51.07,2,42.72624999999999,65.53375,0.0,18.0,Sin errores,Sin errores,306.42
2702,2016-06-24,2016,6,201606,42929,1,255.91,5,191.51875,253.79125,0.0,19.0,Outlier,Sin errores,255.91
2703,2016-06-24,2016,6,201606,42930,10,112.91,13,79.38125000000002,144.30874999999997,0.0,20.75,Sin errores,Sin errores,1129.1
2704,2016-06-24,2016,6,201606,42931,6,252.0,4,163.54500000000002,284.115,0.0,18.75,Sin errores,Sin errores,1512.0
